d_lt	d_den	d_schedule	total
L	D	07:10	9.99999991
L	D	07:15	24.99999980
L	D	07:20	46.99999954
L	D	07:25	29.99999968
L	D	07:30	30.99999970
L	D	07:35	27.99999972
L	D	07:40	66.99999931
L	D	07:45	1.99999998
L	D	07:50	76.99999919
L	D	07:55	52.99999946
L	D	08:00	64.99999935
L	D	08:05	25.99999975
L	D	08:10	89.99999910
L	D	08:15	128.99999875
L	D	08:20	46.99999957
L	D	08:25	25.99999974
L	D	08:30	133.99999873
L	D	08:35	106.99999900
L	D	08:40	136.99999866
L	D	08:45	101.99999906
L	D	08:50	43.99999958
L	D	08:55	24.99999974
L	D	09:00	160.99999837
L	D	09:05	41.99999962
L	D	09:10	58.99999942
L	D	09:15	41.99999958
L	D	09:20	70.99999938
L	D	09:25	26.99999977
L	D	09:30	36.99999967
L	D	09:35	19.99999983
L	D	09:40	76.99999931
L	D	09:45	23.99999977
L	D	09:50	3.99999996
L	D	09:55	41.99999963
L	D	10:00	43.99999962
L	D	10:05	29.99999974
L	D	10:10	75.99999934
L	D	10:15	17.99999985
L	D	10:20	73.99999936
L	D	10:25	41.99999963
L	D	10:30	15.99999986
L	D	10:35	24.99999979
L	D	10:40	40.99999961
L	D	10:45	65.99999942
L	D	10:50	31.99999971
L	D	10:55	26.99999976
L	D	11:00	120.99999879
L	D	11:05	20.99999980
L	D	11:10	53.99999947
L	D	11:15	98.99999905
L	D	11:20	26.99999972
L	D	11:25	57.99999943
L	D	11:30	26.99999973
L	D	11:35	209.99999791
L	D	11:40	22.99999980
L	D	11:45	51.99999956
L	D	11:50	53.99999953
L	D	11:55	33.99999968
L	D	12:00	74.99999935
L	D	12:05	9.99999991
L	D	12:10	27.99999976
L	D	12:15	25.99999977
L	D	12:20	29.99999974
L	D	12:25	33.99999971
L	D	12:30	60.99999948
L	D	12:35	24.99999979
L	D	12:40	39.99999964
L	D	12:45	50.99999955
L	D	12:50	3.99999996
L	D	12:55	60.99999943
L	D	13:00	140.99999867
L	D	13:05	24.99999975
L	D	13:10	45.99999957
L	D	13:15	77.99999926
L	D	13:20	56.99999947
L	D	13:25	29.99999971
L	D	13:30	57.99999947
L	D	13:35	145.99999859
L	D	13:40	160.99999842
L	D	13:45	51.99999950
L	D	13:50	33.99999965
L	D	13:55	25.99999975
L	D	14:00	41.99999961
L	D	14:05	44.99999960
L	D	14:10	34.99999969
L	D	14:15	32.99999971
L	D	14:20	65.99999941
L	D	14:25	41.99999963
L	D	14:30	32.99999970
L	D	14:35	2.99999997
L	D	14:40	29.99999973
L	D	14:45	53.99999954
L	D	14:50	0.99999999
L	D	14:55	29.99999975
L	D	15:00	17.99999984
L	D	15:05	6.99999994
L	D	15:10	86.99999922
L	D	15:15	31.99999971
L	D	15:20	64.99999941
L	D	15:25	37.99999964
L	D	15:30	66.99999939
L	D	15:35	99.99999910
L	D	15:40	62.99999943
L	D	15:45	89.99999915
L	D	15:50	58.99999942
L	D	15:55	113.99999889
L	D	16:00	125.99999883
L	D	16:05	63.99999941
L	D	16:10	41.99999961
L	D	16:15	33.99999971
L	D	16:20	34.99999970
L	D	16:25	11.99999989
L	D	16:30	15.99999986
L	D	16:35	11.99999989
L	D	16:40	3.99999997
L	D	16:45	9.99999992
L	D	16:50	23.99999979
L	D	16:55	29.99999974
L	D	17:00	65.99999945
L	D	17:05	1.99999999
L	D	17:10	29.99999976
L	D	17:15	41.99999966
L	D	17:20	25.99999978
L	D	17:25	3.99999997
L	D	17:30	39.99999966
L	D	17:35	64.99999948
L	D	17:40	3.99999996
L	D	17:45	50.99999954
L	D	17:50	44.99999959
L	D	17:55	52.99999952
L	D	18:00	63.99999942
L	D	18:05	31.99999971
L	D	18:10	37.99999966
L	D	18:15	19.99999981
L	D	18:20	53.99999952
L	D	18:25	74.99999935
L	D	18:30	43.99999961
L	D	18:35	22.99999978
L	D	18:40	21.99999981
L	D	18:45	70.99999936
L	D	18:50	37.99999968
L	D	18:55	144.99999870
L	E	19:00	72.99999934
L	E	19:05	59.99999948
L	E	19:10	1.99999998
L	E	19:15	164.99999852
L	E	19:20	49.99999957
L	E	19:25	45.99999959
L	E	19:30	29.99999974
L	E	19:35	189.99999831
L	E	19:40	22.99999981
L	E	19:45	99.99999913
L	E	19:50	120.99999893
L	E	19:55	77.99999930
L	E	20:00	65.99999948
L	E	20:05	57.99999955
L	E	20:10	27.99999977
L	E	20:15	7.99999994
L	E	20:20	40.99999968
L	E	20:25	36.99999969
L	E	20:30	41.99999966
L	E	20:35	20.99999982
L	E	20:40	45.99999965
L	E	20:45	1.99999999
L	E	20:50	32.99999976
L	E	20:55	47.99999964
L	E	21:00	42.99999965
L	E	21:05	46.99999963
L	E	21:10	37.99999970
L	E	21:15	8.99999993
L	E	21:20	47.99999964
L	E	21:25	44.99999965
L	E	21:30	27.99999978
L	E	21:35	22.99999983
L	E	21:40	10.99999990
L	E	21:45	38.99999963
L	E	21:50	26.99999975
L	E	21:55	77.99999930
L	E	22:00	62.99999941
L	E	22:05	18.99999984
L	E	22:10	21.99999981
L	E	22:15	61.99999942
L	E	22:20	62.99999942
L	E	22:25	35.99999966
L	E	22:30	31.99999972
L	E	22:35	17.99999983
L	E	22:40	7.99999995
L	E	22:45	17.99999991
L	E	22:50	34.99999981
L	E	22:55	60.99999966
L	N	00:00	3.99999997
L	N	00:05	11.99999994
L	N	00:10	37.99999978
L	N	00:15	22.99999988
L	N	00:20	17.99999991
L	N	00:25	17.99999990
L	N	00:30	25.99999986
L	N	00:35	1.99999999
L	N	00:40	3.99999998
L	N	00:45	1.99999999
L	N	00:50	3.99999998
L	N	00:55	3.99999998
L	N	01:00	8.99999995
L	N	01:05	7.99999995
L	N	01:10	5.99999997
L	N	01:15	13.99999992
L	N	01:20	8.99999995
L	N	01:25	1.99999999
L	N	01:30	2.99999998
L	N	01:35	7.99999996
L	N	01:40	1.99999999
L	N	01:45	5.99999997
L	N	01:50	1.99999999
L	N	02:05	3.99999997
L	N	02:10	1.99999999
L	N	02:20	7.99999995
L	N	02:35	1.99999999
L	N	02:40	7.99999995
L	N	02:55	0.99999999
L	N	03:05	1.99999998
L	N	03:15	2.99999998
L	N	03:30	3.99999998
L	N	03:45	1.99999999
L	N	03:55	0.99999999
L	N	04:30	7.99999995
L	N	04:40	7.99999995
L	N	04:50	7.99999995
L	N	05:05	5.99999996
L	N	05:10	27.99999981
L	N	05:30	7.99999997
L	N	05:35	13.99999994
L	N	05:40	5.99999997
L	N	05:45	1.00000000
L	N	05:50	27.99999986
L	N	05:55	15.99999992
L	N	06:00	66.99999965
L	N	06:10	13.99999992
L	N	06:15	13.99999994
L	N	06:20	3.99999998
L	N	06:25	20.99999989
L	N	06:30	11.99999994
L	N	06:35	70.99999963
L	N	06:40	25.99999972
L	N	06:45	1.99999998
L	N	06:50	104.99999886
L	N	06:55	58.99999937
L	N	23:10	19.99999990
L	N	23:15	15.99999992
L	N	23:20	9.99999995
L	N	23:25	3.99999998
L	N	23:30	9.99999994
L	N	23:35	7.99999996
L	N	23:40	3.99999998
L	N	23:45	10.99999994
L	N	23:50	21.99999988
L	N	23:55	10.99999994
