d_lt	d_den	d_schedule	total
L	D	07:10	44.99999965
L	D	07:15	163.99999876
L	D	07:20	169.99999837
L	D	07:25	143.99999857
L	D	07:30	142.99999871
L	D	07:35	125.99999885
L	D	07:40	277.99999727
L	D	07:45	15.99999985
L	D	07:50	366.99999639
L	D	07:55	237.99999771
L	D	08:00	305.99999700
L	D	08:05	108.99999891
L	D	08:10	451.99999555
L	D	08:15	516.99999519
L	D	08:20	181.99999832
L	D	08:25	157.99999848
L	D	08:30	630.99999416
L	D	08:35	472.99999557
L	D	08:40	676.99999346
L	D	08:45	418.99999605
L	D	08:50	212.99999798
L	D	08:55	46.99999957
L	D	09:00	776.99999227
L	D	09:05	197.99999822
L	D	09:10	258.99999755
L	D	09:15	162.99999853
L	D	09:20	285.99999779
L	D	09:25	129.99999899
L	D	09:30	169.99999867
L	D	09:35	104.99999915
L	D	09:40	330.99999737
L	D	09:45	107.99999913
L	D	09:50	31.99999975
L	D	09:55	186.99999861
L	D	10:00	232.99999815
L	D	10:05	125.99999902
L	D	10:10	268.99999788
L	D	10:15	127.99999903
L	D	10:20	344.99999728
L	D	10:25	196.99999849
L	D	10:30	71.99999943
L	D	10:35	123.99999904
L	D	10:40	187.99999844
L	D	10:45	262.99999788
L	D	10:50	153.99999879
L	D	10:55	149.99999879
L	D	11:00	575.99999469
L	D	11:05	80.99999929
L	D	11:10	277.99999749
L	D	11:15	450.99999601
L	D	11:20	130.99999872
L	D	11:25	301.99999732
L	D	11:30	231.99999784
L	D	11:35	774.99999287
L	D	11:40	118.99999908
L	D	11:45	229.99999828
L	D	11:50	260.99999802
L	D	11:55	142.99999886
L	D	12:00	376.99999713
L	D	12:05	60.99999951
L	D	12:10	106.99999919
L	D	12:15	123.99999907
L	D	12:20	192.99999850
L	D	12:25	143.99999893
L	D	12:30	241.99999813
L	D	12:35	160.99999875
L	D	12:40	222.99999813
L	D	12:45	219.99999816
L	D	12:50	32.99999970
L	D	12:55	268.99999762
L	D	13:00	631.99999428
L	D	13:05	75.99999930
L	D	13:10	174.99999845
L	D	13:15	310.99999723
L	D	13:20	199.99999824
L	D	13:25	153.99999869
L	D	13:30	154.99999867
L	D	13:35	737.99999323
L	D	13:40	674.99999367
L	D	13:45	198.99999823
L	D	13:50	166.99999846
L	D	13:55	140.99999877
L	D	14:00	147.99999880
L	D	14:05	199.99999846
L	D	14:10	201.99999846
L	D	14:15	156.99999883
L	D	14:20	280.99999788
L	D	14:25	166.99999867
L	D	14:30	177.99999864
L	D	14:35	32.99999976
L	D	14:40	164.99999873
L	D	14:45	284.99999783
L	D	14:50	47.99999962
L	D	14:55	147.99999886
L	D	15:00	61.99999948
L	D	15:05	37.99999967
L	D	15:10	455.99999608
L	D	15:15	151.99999871
L	D	15:20	282.99999751
L	D	15:25	179.99999835
L	D	15:30	231.99999797
L	D	15:35	344.99999702
L	D	15:40	319.99999714
L	D	15:45	382.99999651
L	D	15:50	260.99999759
L	D	15:55	485.99999552
L	D	16:00	618.99999457
L	D	16:05	248.99999778
L	D	16:10	264.99999764
L	D	16:15	128.99999888
L	D	16:20	148.99999885
L	D	16:25	119.99999907
L	D	16:30	71.99999944
L	D	16:35	84.99999934
L	D	16:40	16.99999987
L	D	16:45	69.99999947
L	D	16:50	63.99999951
L	D	16:55	135.99999895
L	D	17:00	309.99999759
L	D	17:05	33.99999975
L	D	17:10	107.99999915
L	D	17:15	181.99999857
L	D	17:20	112.99999912
L	D	17:25	17.99999985
L	D	17:30	133.99999894
L	D	17:35	292.99999775
L	D	17:40	42.99999962
L	D	17:45	234.99999790
L	D	17:50	157.99999856
L	D	17:55	235.99999790
L	D	18:00	290.99999736
L	D	18:05	117.99999893
L	D	18:10	170.99999849
L	D	18:15	112.99999898
L	D	18:20	369.99999683
L	D	18:25	297.99999750
L	D	18:30	148.99999871
L	D	18:35	232.99999795
L	D	18:40	87.99999926
L	D	18:45	310.99999731
L	D	18:50	134.99999888
L	D	18:55	821.99999286
L	E	19:00	223.99999797
L	E	19:05	203.99999818
L	E	19:10	78.99999926
L	E	19:15	884.99999215
L	E	19:20	192.99999825
L	E	19:25	100.99999911
L	E	19:30	283.99999739
L	E	19:35	827.99999261
L	E	19:40	163.99999853
L	E	19:45	511.99999552
L	E	19:50	509.99999542
L	E	19:55	241.99999786
L	E	20:00	347.99999737
L	E	20:05	238.99999814
L	E	20:10	84.99999934
L	E	20:15	70.99999947
L	E	20:20	268.99999797
L	E	20:25	148.99999883
L	E	20:30	110.99999914
L	E	20:35	91.99999928
L	E	20:40	218.99999835
L	E	20:45	17.99999986
L	E	20:50	135.99999897
L	E	20:55	223.99999829
L	E	21:00	190.99999853
L	E	21:05	204.99999847
L	E	21:10	179.99999867
L	E	21:15	69.99999949
L	E	21:20	235.99999826
L	E	21:25	188.99999863
L	E	21:30	83.99999934
L	E	21:35	120.99999910
L	E	21:40	70.99999937
L	E	21:45	173.99999836
L	E	21:50	125.99999889
L	E	21:55	325.99999713
L	E	22:00	288.99999739
L	E	22:05	74.99999935
L	E	22:10	127.99999890
L	E	22:15	261.99999757
L	E	22:20	210.99999807
L	E	22:25	192.99999817
L	E	22:30	225.99999801
L	E	22:35	101.99999909
L	E	22:40	99.99999945
L	E	22:45	106.99999943
L	E	22:50	77.99999959
L	E	22:55	215.99999889
L	N	00:00	33.99999982
L	N	00:05	53.99999972
L	N	00:10	74.99999959
L	N	00:15	97.99999947
L	N	00:20	64.99999963
L	N	00:25	46.99999975
L	N	00:30	203.99999889
L	N	00:35	18.99999990
L	N	00:40	58.99999969
L	N	00:45	8.99999995
L	N	00:50	18.99999991
L	N	00:55	40.99999978
L	N	01:00	64.99999963
L	N	01:05	59.99999967
L	N	01:10	76.99999957
L	N	01:15	64.99999964
L	N	01:20	91.99999949
L	N	01:25	48.99999972
L	N	01:30	50.99999971
L	N	01:35	18.99999990
L	N	01:40	25.99999986
L	N	01:45	24.99999986
L	N	01:50	56.99999967
L	N	01:55	39.99999978
L	N	02:05	15.99999991
L	N	02:10	24.99999985
L	N	02:15	31.99999980
L	N	02:20	32.99999980
L	N	02:25	37.99999977
L	N	02:30	23.99999986
L	N	02:35	42.99999975
L	N	02:40	19.99999988
L	N	02:45	6.99999996
L	N	02:50	0.99999999
L	N	03:00	23.99999986
L	N	03:05	8.99999995
L	N	03:15	8.99999995
L	N	03:20	22.99999986
L	N	03:30	32.99999982
L	N	03:45	1.00000000
L	N	03:55	0.99999999
L	N	04:05	6.99999995
L	N	04:30	43.99999972
L	N	04:35	6.99999996
L	N	04:40	35.99999976
L	N	04:50	35.99999976
L	N	05:00	9.99999993
L	N	05:05	26.99999983
L	N	05:10	125.99999918
L	N	05:25	7.99999995
L	N	05:30	35.99999980
L	N	05:35	62.99999966
L	N	05:40	34.99999979
L	N	05:45	6.99999997
L	N	05:50	125.99999930
L	N	05:55	71.99999957
L	N	06:00	305.99999834
L	N	06:10	62.99999966
L	N	06:15	39.99999981
L	N	06:20	25.99999988
L	N	06:25	79.99999958
L	N	06:30	53.99999974
L	N	06:35	333.99999832
L	N	06:40	116.99999875
L	N	06:45	8.99999990
L	N	06:50	460.99999521
L	N	06:55	303.99999691
L	N	23:10	81.99999955
L	N	23:15	46.99999975
L	N	23:20	11.99999994
L	N	23:25	24.99999986
L	N	23:30	30.99999983
L	N	23:35	10.99999994
L	N	23:40	17.99999990
L	N	23:45	37.99999979
L	N	23:50	27.99999985
L	N	23:55	53.99999971
T	D	07:00	936.99999357
T	D	07:05	376.99999746
T	D	07:10	119.99999929
T	D	07:15	375.99999749
T	D	07:20	478.99999601
T	D	07:25	58.99999953
T	D	07:30	123.99999892
T	D	07:35	35.99999969
T	D	07:40	98.99999931
T	D	07:45	129.99999911
T	D	07:50	256.99999812
T	D	07:55	88.99999943
T	D	08:00	375.99999721
T	D	08:05	54.99999955
T	D	08:10	102.99999922
T	D	08:15	262.99999829
T	D	08:20	99.99999919
T	D	08:25	323.99999754
T	D	08:30	178.99999878
T	D	08:35	166.99999898
T	D	08:40	134.99999902
T	D	08:45	334.99999753
T	D	08:50	1.99999998
T	D	08:55	264.99999801
T	D	09:00	248.99999828
T	D	09:05	80.99999938
T	D	09:10	146.99999902
T	D	09:15	232.99999829
T	D	09:20	446.99999757
T	D	09:25	257.99999857
T	D	09:30	533.99999665
T	D	09:35	325.99999832
T	D	09:40	498.99999709
T	D	09:45	456.99999754
T	D	09:50	391.99999817
T	D	09:55	206.99999902
T	D	10:00	553.99999698
T	D	10:05	96.99999958
T	D	10:10	270.99999848
T	D	10:15	409.99999776
T	D	10:20	564.99999693
T	D	10:25	231.99999860
T	D	10:30	91.99999957
T	D	10:35	448.99999767
T	D	10:40	68.99999956
T	D	10:45	161.99999898
T	D	10:50	105.99999938
T	D	10:55	315.99999796
T	D	11:00	176.99999879
T	D	11:05	145.99999923
T	D	11:10	116.99999911
T	D	11:15	212.99999850
T	D	11:20	226.99999830
T	D	11:25	163.99999895
T	D	11:30	39.99999975
T	D	11:35	199.99999855
