d_lt	d_den	d_schedule	total
T	E	20:10	35.99999980
T	E	20:15	138.99999900
T	E	20:20	68.99999951
T	E	20:25	167.99999873
T	E	20:30	249.99999820
T	E	20:35	502.99999623
T	E	20:45	299.99999794
T	E	20:50	286.99999810
T	E	20:55	342.99999769
T	E	21:00	152.99999886
T	E	21:05	310.99999789
T	E	21:10	203.99999871
T	E	21:15	291.99999807
T	E	21:20	281.99999813
T	E	21:25	233.99999839
T	E	21:30	185.99999878
T	E	21:35	257.99999839
T	E	21:40	208.99999814
T	E	21:45	53.99999959
T	E	21:50	123.99999879
T	E	21:55	61.99999955
T	E	22:00	139.99999881
T	E	22:05	45.99999963
T	E	22:10	59.99999950
T	E	22:15	47.99999962
T	E	22:20	35.99999964
T	E	22:25	47.99999962
T	E	22:30	11.99999989
T	E	22:35	49.99999948
T	E	22:40	38.99999973
T	E	22:45	17.99999987
T	N	00:15	83.99999943
T	N	02:10	17.99999989
T	N	02:35	5.99999994
T	N	03:00	11.99999990
T	N	03:10	5.99999995
T	N	03:15	2.99999998
T	N	03:20	2.99999998
T	N	04:00	14.99999987
T	N	04:30	5.99999995
T	N	05:00	53.99999957
T	N	05:05	26.99999976
T	N	05:10	14.99999987
T	N	05:15	22.99999983
T	N	05:25	2.99999997
T	N	05:30	8.99999992
T	N	05:35	17.99999987
T	N	05:40	17.99999986
T	N	05:45	23.99999983
T	N	05:50	12.99999988
T	N	05:55	18.99999984
T	N	06:00	123.99999902
T	N	06:05	55.99999953
T	N	06:10	57.99999953
T	N	06:15	43.99999964
T	N	06:20	36.99999972
T	N	06:25	57.99999955
T	N	06:30	78.99999939
T	N	06:35	105.99999913
T	N	06:40	44.99999953
T	N	06:45	152.99999828
T	N	23:00	5.99999997
T	N	23:05	0.99999999
T	N	23:10	29.99999976
T	N	23:15	5.99999996
T	N	23:30	5.99999996
T	N	23:45	29.99999978
T	N	23:55	5.99999996
