d_lt	d_den	d_schedule	total
L	D	07:10	9.99999991
L	D	07:15	24.99999980
L	D	07:20	49.99999954
L	D	07:25	31.99999969
L	D	07:30	29.99999972
L	D	07:35	27.99999975
L	D	07:40	61.99999939
L	D	07:45	3.99999996
L	D	07:50	78.99999925
L	D	07:55	54.99999947
L	D	08:00	66.99999937
L	D	08:05	25.99999975
L	D	08:10	89.99999913
L	D	08:15	125.99999883
L	D	08:20	44.99999958
L	D	08:25	25.99999975
L	D	08:30	133.99999879
L	D	08:35	108.99999899
L	D	08:40	134.99999870
L	D	08:45	101.99999908
L	D	08:50	43.99999957
L	D	08:55	26.99999975
L	D	09:00	162.99999835
L	D	09:05	43.99999959
L	D	09:10	55.99999948
L	D	09:15	41.99999959
L	D	09:20	68.99999946
L	D	09:25	26.99999980
L	D	09:30	37.99999970
L	D	09:35	19.99999984
L	D	09:40	74.99999939
L	D	09:45	23.99999980
L	D	09:50	4.99999996
L	D	09:55	43.99999965
L	D	10:00	44.99999965
L	D	10:05	29.99999977
L	D	10:10	72.99999942
L	D	10:15	19.99999984
L	D	10:20	79.99999935
L	D	10:25	41.99999966
L	D	10:30	15.99999987
L	D	10:35	24.99999980
L	D	10:40	42.99999962
L	D	10:45	66.99999945
L	D	10:50	29.99999977
L	D	10:55	27.99999978
L	D	11:00	123.99999887
L	D	11:05	17.99999984
L	D	11:10	59.99999946
L	D	11:15	98.99999913
L	D	11:20	28.99999973
L	D	11:25	56.99999948
L	D	11:30	26.99999975
L	D	11:35	211.99999802
L	D	11:40	19.99999985
L	D	11:45	51.99999958
L	D	11:50	55.99999957
L	D	11:55	33.99999972
L	D	12:00	72.99999943
L	D	12:05	9.99999993
L	D	12:10	28.99999977
L	D	12:15	25.99999980
L	D	12:20	40.99999968
L	D	12:25	35.99999973
L	D	12:30	47.99999964
L	D	12:35	24.99999981
L	D	12:40	39.99999965
L	D	12:45	51.99999958
L	D	12:50	3.99999996
L	D	12:55	64.99999942
L	D	13:00	143.99999869
L	D	13:05	24.99999976
L	D	13:10	45.99999960
L	D	13:15	77.99999930
L	D	13:20	50.99999957
L	D	13:25	29.99999973
L	D	13:30	57.99999951
L	D	13:35	145.99999868
L	D	13:40	155.99999858
L	D	13:45	51.99999954
L	D	13:50	27.99999974
L	D	13:55	32.99999971
L	D	14:00	41.99999966
L	D	14:05	45.99999966
L	D	14:10	35.99999972
L	D	14:15	31.99999975
L	D	14:20	68.99999948
L	D	14:25	41.99999969
L	D	14:30	32.99999975
L	D	14:35	1.99999999
L	D	14:40	30.99999976
L	D	14:45	58.99999956
L	D	14:55	27.99999980
L	D	15:00	16.99999986
L	D	15:05	5.99999996
L	D	15:10	88.99999924
L	D	15:15	32.99999970
L	D	15:20	60.99999949
L	D	15:25	39.99999965
L	D	15:30	63.99999944
L	D	15:35	95.99999918
L	D	15:40	57.99999950
L	D	15:45	90.99999918
L	D	15:50	61.99999940
L	D	15:55	112.99999894
L	D	16:00	125.99999886
L	D	16:05	63.99999943
L	D	16:10	41.99999964
L	D	16:15	32.99999972
L	D	16:20	35.99999972
L	D	16:25	9.99999993
L	D	16:30	15.99999987
L	D	16:35	11.99999990
L	D	16:40	3.99999996
L	D	16:45	9.99999992
L	D	16:50	24.99999980
L	D	16:55	28.99999977
L	D	17:00	65.99999945
L	D	17:05	1.99999999
L	D	17:10	27.99999978
L	D	17:15	41.99999965
L	D	17:20	26.99999979
L	D	17:25	3.99999997
L	D	17:30	39.99999968
L	D	17:35	63.99999949
L	D	17:40	3.99999996
L	D	17:45	50.99999954
L	D	17:50	42.99999960
L	D	17:55	56.99999950
L	D	18:00	64.99999942
L	D	18:05	31.99999972
L	D	18:10	37.99999967
L	D	18:15	19.99999983
L	D	18:20	53.99999952
L	D	18:25	73.99999934
L	D	18:30	44.99999959
L	D	18:35	20.99999980
L	D	18:40	21.99999980
L	D	18:45	70.99999936
L	D	18:50	36.99999969
L	D	18:55	149.99999867
L	E	19:00	70.99999935
L	E	19:05	59.99999949
L	E	19:10	1.99999998
L	E	19:15	166.99999852
L	E	19:20	48.99999957
L	E	19:25	46.99999959
L	E	19:30	29.99999975
L	E	19:35	189.99999834
L	E	19:40	23.99999980
L	E	19:45	99.99999915
L	E	19:50	119.99999895
L	E	19:55	77.99999928
L	E	20:00	64.99999948
L	E	20:05	54.99999957
L	E	20:10	27.99999977
L	E	20:15	10.99999992
L	E	20:20	42.99999966
L	E	20:25	37.99999968
L	E	20:30	37.99999969
L	E	20:35	21.99999981
L	E	20:40	49.99999961
L	E	20:45	2.99999998
L	E	20:50	31.99999975
L	E	20:55	47.99999963
L	E	21:00	43.99999963
L	E	21:05	47.99999964
L	E	21:10	39.99999968
L	E	21:15	14.99999990
L	E	21:20	46.99999963
L	E	21:25	46.99999964
L	E	21:30	25.99999980
L	E	21:35	24.99999981
L	E	21:40	9.99999991
L	E	21:45	40.99999962
L	E	21:50	27.99999975
L	E	21:55	81.99999928
L	E	22:00	61.99999946
L	E	22:05	19.99999984
L	E	22:10	22.99999980
L	E	22:15	60.99999944
L	E	22:20	62.99999944
L	E	22:25	35.99999967
L	E	22:30	31.99999973
L	E	22:35	17.99999984
L	E	22:40	11.99999993
L	E	22:45	18.99999990
L	E	22:50	33.99999981
L	E	22:55	57.99999967
L	N	00:00	3.99999998
L	N	00:05	12.99999994
L	N	00:10	37.99999980
L	N	00:15	22.99999988
L	N	00:20	15.99999992
L	N	00:25	17.99999991
L	N	00:30	26.99999985
L	N	00:35	1.99999999
L	N	00:40	3.99999998
L	N	00:45	1.99999999
L	N	00:50	3.99999998
L	N	00:55	2.99999998
L	N	01:00	7.99999996
L	N	01:05	7.99999996
L	N	01:10	6.99999996
L	N	01:15	13.99999992
L	N	01:20	7.99999996
L	N	01:25	1.99999999
L	N	01:30	3.99999998
L	N	01:35	5.99999997
L	N	01:40	1.99999999
L	N	01:45	7.99999996
L	N	01:50	1.99999999
L	N	02:05	3.99999998
L	N	02:20	7.99999995
L	N	02:35	3.99999997
L	N	02:40	7.99999995
L	N	03:00	1.99999999
L	N	03:05	1.99999999
L	N	03:15	1.99999999
L	N	03:30	3.99999998
L	N	03:45	1.99999999
L	N	03:55	0.99999999
L	N	04:30	7.99999995
L	N	04:40	7.99999995
L	N	04:50	7.99999995
L	N	05:05	5.99999997
L	N	05:10	27.99999986
L	N	05:30	7.99999997
L	N	05:35	13.99999994
L	N	05:40	5.99999997
L	N	05:45	1.99999999
L	N	05:50	27.99999987
L	N	05:55	15.99999992
L	N	06:00	67.99999965
L	N	06:10	13.99999992
L	N	06:15	10.99999995
L	N	06:20	3.99999998
L	N	06:25	19.99999989
L	N	06:30	11.99999994
L	N	06:35	74.99999963
L	N	06:40	25.99999972
L	N	06:45	1.99999997
L	N	06:50	101.99999894
L	N	06:55	61.99999936
L	N	23:10	19.99999989
L	N	23:15	13.99999992
L	N	23:20	8.99999995
L	N	23:25	3.99999997
L	N	23:30	10.99999994
L	N	23:35	7.99999996
L	N	23:40	3.99999998
L	N	23:45	9.99999994
L	N	23:50	21.99999987
L	N	23:55	9.99999995
T	D	07:00	214.99999845
T	D	07:05	84.99999935
