d_lt	d_den	d_schedule	total
L	D	07:10	11.99999990
L	D	07:15	26.99999979
L	D	07:20	52.99999947
L	D	07:25	20.99999978
L	D	07:30	45.99999958
L	D	07:35	31.99999968
L	D	07:40	79.99999918
L	D	07:45	1.99999998
L	D	07:50	89.99999907
L	D	07:55	63.99999938
L	D	08:00	68.99999930
L	D	08:05	29.99999968
L	D	08:10	103.99999892
L	D	08:15	130.99999869
L	D	08:20	55.99999948
L	D	08:25	34.99999964
L	D	08:30	145.99999856
L	D	08:35	124.99999876
L	D	08:40	157.99999841
L	D	08:45	115.99999888
L	D	08:50	49.99999947
L	D	08:55	27.99999971
L	D	09:00	180.99999807
L	D	09:05	45.99999956
L	D	09:10	63.99999937
L	D	09:15	53.99999947
L	D	09:20	79.99999928
L	D	09:25	30.99999974
L	D	09:30	41.99999960
L	D	09:35	24.99999977
L	D	09:40	87.99999919
L	D	09:45	26.99999974
L	D	09:50	4.99999995
L	D	09:55	46.99999957
L	D	10:00	53.99999952
L	D	10:05	34.99999969
L	D	10:10	80.99999928
L	D	10:15	20.99999981
L	D	10:20	82.99999923
L	D	10:25	49.99999956
L	D	10:30	18.99999982
L	D	10:35	30.99999973
L	D	10:40	43.99999962
L	D	10:45	75.99999936
L	D	10:50	33.99999971
L	D	10:55	31.99999973
L	D	11:00	133.99999870
L	D	11:05	23.99999978
L	D	11:10	61.99999940
L	D	11:15	115.99999892
L	D	11:20	27.99999970
L	D	11:25	63.99999938
L	D	11:30	29.99999969
L	D	11:35	234.99999767
L	D	11:40	25.99999978
L	D	11:45	58.99999950
L	D	11:50	60.99999948
L	D	11:55	41.99999960
L	D	12:00	88.99999920
L	D	12:05	8.99999992
L	D	12:10	33.99999968
L	D	12:15	25.99999977
L	D	12:20	39.99999964
L	D	12:25	33.99999970
L	D	12:30	65.99999941
L	D	12:35	28.99999975
L	D	12:40	50.99999954
L	D	12:45	58.99999947
L	D	12:50	1.99999998
L	D	12:55	69.99999933
L	D	13:00	152.99999853
L	D	13:05	29.99999971
L	D	13:10	45.99999957
L	D	13:15	88.99999916
L	D	13:20	57.99999944
L	D	13:25	35.99999966
L	D	13:30	73.99999934
L	D	13:35	165.99999839
L	D	13:40	161.99999842
L	D	13:45	52.99999949
L	D	13:50	40.99999961
L	D	13:55	26.99999974
L	D	14:00	37.99999965
L	D	14:05	51.99999955
L	D	14:10	39.99999964
L	D	14:15	43.99999961
L	D	14:20	73.99999936
L	D	14:25	40.99999965
L	D	14:30	43.99999959
L	D	14:35	4.99999996
L	D	14:40	35.99999969
L	D	14:45	59.99999948
L	D	14:50	5.99999995
L	D	14:55	22.99999980
L	D	15:00	16.99999983
L	D	15:05	10.99999990
L	D	15:10	92.99999913
L	D	15:15	36.99999965
L	D	15:20	70.99999937
L	D	15:25	40.99999962
L	D	15:30	73.99999932
L	D	15:35	123.99999890
L	D	15:40	53.99999953
L	D	15:45	109.99999900
L	D	15:50	70.99999933
