d_combination	d_den	d_schedule	total
36L+18L/06	D	09	4.60869556
36L+18L/06	D	10	2.49999995
36L+18L/06	D	11	0.89130433
36L+18L/06	D	12	3.69565210
36L+18L/06	D	14	3.36956515
36L+18L/06	D	15	0.34782608
36L+18L/06	D	16	3.30434776
36L+18L/06	D	17	3.84782601
36L+18L/06	E	20	25.28260819
36L+18L/06	E	21	24.02173866
36L+18L/27	D	09	2.23913039
36L+18L/27	D	10	1.56521736
36L+18L/27	D	11	0.56521738
36L+18L/27	D	12	1.63043475
36L+18L/27	D	14	2.26086952
36L+18L/27	D	15	0.06521739
36L+18L/27	D	16	1.06521737
36L+18L/27	D	17	1.56521736
36L+18L/27	E	20	3.10869559
36L+18L/27	E	21	1.69565214
36L+24+18L/27	D	09	3.73913036
36L+24+18L/27	D	10	4.17391296
36L+24+18L/27	D	11	1.36956519
36L+24+18L/27	D	12	3.47826080
36L+24+18L/27	D	14	8.06521723
36L+24+18L/27	D	15	0.19565217
36L+24+18L/27	D	16	5.47826076
36L+24+18L/27	D	17	2.86956516
36L+24+18L/27	E	20	1.34782606
36L+24+18L/27	E	21	0.36956521
36L+24/	E	22	0.89130433
36L+24/	N	00	0.78260868
36L+24/	N	01	0.36956521
36L+24/	N	02	0.43478260
36L+24/	N	03	0.17391304
36L+24/	N	04	0.49999999
36L+24/	N	05	1.23913041
36L+24/	N	06	1.65217388
36L+24/	N	23	0.99999998
36L+24/24+27	D	07	4.84782599
36L+24/24+27	D	10	6.30434770
36L+24/24+27	D	12	11.19565195
36L+24/24+27	D	15	12.95652148
36L+24/27	D	09	1566.06519976
36L+24/27	D	10	1678.99998181
36L+24/27	D	11	527.73912542
36L+24/27	D	12	1984.39128590
36L+24/27	D	14	2836.73910794
36L+24/27	D	15	201.80434547
36L+24/27	D	16	2035.76085422
36L+24/27	D	17	1401.13042396
36L+24/27	E	20	2139.34780339
36L+24/27	E	21	1675.63041675
36L+24/27+36C	D	07	22.80434737
36L+24/27+36C	D	10	54.78260762
36L+24/27+36C	D	12	65.13043349
36L+24/27+36C	D	15	56.60869460
36L+24/36R	D	09	11.56521716
36L+24/36R	D	10	9.43478242
36L+24/36R	D	11	2.60869560
36L+24/36R	D	12	11.19565195
36L+24/36R	D	14	13.63043451
36L+24/36R	D	15	0.93478259
36L+24/36R	D	16	12.10869541
36L+24/36R	D	17	11.67391281
36L+24/36R	E	20	9.45652155
36L+24/36R	E	21	4.82608686
36L+36C+09/06	D	09	5.52173902
36L+36C+09/06	D	10	7.10869551
36L+36C+09/06	D	11	2.26086952
36L+36C+09/06	D	12	7.52173898
36L+36C+09/06	D	14	10.04347806
36L+36C+09/06	D	15	0.91304346
36L+36C+09/06	D	16	9.60869546
36L+36C+09/06	D	17	9.19565199
36L+36C+09/06	E	20	9.73913024
36L+36C+09/06	E	21	3.84782601
36L+36C+24/27	D	09	4.06521731
36L+36C+24/27	D	10	5.10869555
36L+36C+24/27	D	11	1.47826084
36L+36C+24/27	D	12	5.69565206
36L+36C+24/27	D	14	10.28260849
36L+36C+24/27	D	15	0.32608695
36L+36C+24/27	D	16	8.32608679
36L+36C+24/27	D	17	6.21739118
36L+36C+24/27	E	20	6.08695640
36L+36C+24/27	E	21	2.78260864
36L+36C/06	D	07	29.32608673
36L+36C/06	D	09	3779.43475947
36L+36C/06	D	10	3565.97823887
36L+36C/06	D	11	1075.02173337
36L+36C/06	D	12	3561.28258734
36L+36C/06	D	14	4314.73910524
36L+36C/06	D	15	352.76086666
36L+36C/06	D	16	3300.32606998
36L+36C/06	D	17	2450.82607498
36L+36C/06	E	20	5912.04345221
36L+36C/06	E	21	4842.02171881
36L+36C/06+27	D	07	70.89130361
36L+36C/06+27	D	10	80.89130307
36L+36C/06+27	D	12	94.49999843
36L+36C/06+27	D	15	79.34782480
36L+36C/06+36R	D	07	1208.17390772
36L+36C/06+36R	D	10	1460.21738292
36L+36C/06+36R	D	12	1633.91303468
36L+36C/06+36R	D	13	1.84782605
36L+36C/06+36R	D	14	2.02173909
36L+36C/06+36R	D	15	1104.99999486
36L+36C/06+36R	D	16	1.99999996
36L+36C/27	D	09	14.65217362
36L+36C/27	D	10	14.95652144
36L+36C/27	D	11	5.23913033
36L+36C/27	D	12	18.23913007
36L+36C/27	D	14	28.65217334
36L+36C/27	D	15	1.95652170
36L+36C/27	D	16	19.76086917
36L+36C/27	D	17	14.99999970
36L+36C/27	E	20	14.99999970
36L+36C/27	E	21	6.17391292
36L+36C/27+36C	D	07	13.80434755
36L+36C/27+36C	D	10	23.91304300
36L+36C/27+36C	D	12	24.69565168
36L+36C/27+36C	D	15	23.41304301
36L+36C/27+36R	D	07	0.73913042
36L+36C/27+36R	D	10	2.93478255
36L+36C/27+36R	D	12	4.04347818
36L+36C/27+36R	D	15	2.52173908
36L+36C/36R	D	07	6.58695639
36L+36C/36R	D	09	667.04346899
36L+36C/36R	D	10	665.43477354
36L+36C/36R	D	11	229.67391016
36L+36C/36R	D	12	722.93477312
36L+36C/36R	D	13	29.67391254
36L+36C/36R	D	14	955.30433580
36L+36C/36R	D	15	74.47825950
36L+36C/36R	D	16	645.76086135
36L+36C/36R	D	17	509.76086347
36L+36C/36R	D	18	3.21739124
36L+36C/36R	E	19	5.36956511
36L+36C/36R	E	20	778.56520868
36L+36C/36R	E	21	518.10869007
36L+36C/36R	E	22	0.84782607
36L+36C/36R	N	00	0.26086956
36L+36C/36R	N	02	0.02173913
36L+36C/36R	N	03	0.06521739
36L+36C/36R	N	23	0.19565217
36L+36C/36R+36C	D	07	219.15217171
36L+36C/36R+36C	D	10	135.84782363
36L+36C/36R+36C	D	11	2.08695648
36L+36C/36R+36C	D	12	156.82608411
36L+36C/36R+36C	D	13	8.99999982
36L+36C/36R+36C	D	15	83.21738984
36L+36C/36R+36C	D	18	0.67391303
36L/	E	22	2.21739126
36L/	N	00	2.99999994
36L/	N	01	1.32608693
36L/	N	02	0.99999998
36L/	N	03	0.28260869
36L/	N	04	0.54347825
36L/	N	05	4.04347818
36L/	N	06	5.13043468
36L/	N	23	3.15217385
36L/06	D	07	223.82608279
36L/06	D	08	396.97825384
36L/06	D	09	216.84782203
36L/06	D	10	115.43478040
36L/06	D	11	64.67391175
36L/06	D	12	41.28260787
36L/06	D	13	750.84781813
36L/06	D	14	698.82607994
36L/06	D	15	47.04347738
36L/06	D	16	532.08695092
36L/06	D	17	2546.28258882
36L/06	D	18	1963.73911489
36L/06	E	19	90.99999831
36L/06	E	20	39.73912964
36L/06	E	21	1616.34781649
36L/06	E	22	4065.97823543
36L/06	N	00	1123.82608236
36L/06	N	01	589.97825811
36L/06	N	02	267.84782468
36L/06	N	03	147.19565141
36L/06	N	04	269.23912873
36L/06	N	05	1710.60868564
36L/06	N	06	4964.65213820
36L/06	N	23	1229.89129837
36L/06+27	D	07	136.73912808
36L/06+27	D	08	212.04347438
36L/06+27	D	09	65.76086828
36L/06+27	D	11	164.21738824
36L/06+27	D	13	221.97825697
36L/06+27	D	15	161.60869257
36L/06+27	D	16	65.82608575
36L/06+27	D	18	198.47825741
36L/06+27	E	19	317.39129838
36L/06+27	E	20	12.52173888
36L/06+27+36R	D	07	0.86956520
36L/06+27+36R	D	08	2.02173909
36L/06+27+36R	D	09	1.39130432
36L/06+27+36R	D	11	3.32608689
36L/06+27+36R	D	13	7.30434768
36L/06+27+36R	D	15	4.19565209
36L/06+27+36R	D	16	2.06521735
36L/06+27+36R	D	18	4.89130425
36L/06+27+36R	E	19	5.71739119
36L/06+36R	D	07	3443.28258667
36L/06+36R	D	08	6673.28256316
36L/06+36R	D	09	2066.71737674
36L/06+36R	D	11	4715.58692493
36L/06+36R	D	12	0.56521738
36L/06+36R	D	13	5946.54344279
36L/06+36R	D	15	4498.80432000
36L/06+36R	D	16	1568.56520971
36L/06+36R	D	17	1.10869563
36L/06+36R	D	18	4399.89128334
36L/06+36R	E	19	8434.56517205
36L/06+36R	E	20	514.45651803
36L/06+36R+36C	D	07	0.08695652
36L/06+36R+36C	D	18	0.06521739
36L/06+36R+36C	E	19	0.17391304
36L/06+36R+36C	E	20	0.02173913
36L/24+27	D	07	0.43478260
36L/24+27	D	08	1.10869563
36L/24+27	D	09	0.67391303
36L/24+27	D	11	1.60869562
36L/24+27	D	13	1.67391301
36L/24+27	D	15	1.32608693
36L/24+27	D	16	0.67391303
36L/24+27	D	18	1.10869563
36L/24+27	E	19	1.45652171
36L/27	D	07	2.73913038
36L/27	D	08	12.06521715
36L/27	D	09	4.04347818
36L/27	D	11	4.02173905
36L/27	D	13	142.56521496
36L/27	D	14	132.71738928
36L/27	D	15	4.76086947
36L/27	D	16	86.56521593
36L/27	D	17	462.45651502
36L/27	D	18	341.06521225
36L/27	E	19	20.04347786
36L/27	E	20	1.39130432
36L/27	E	21	134.60869343
36L/27	E	22	238.10869140
36L/27	N	03	0.02173913
36L/27	N	06	134.13043229
36L/27+36C	D	07	726.43477182
36L/27+36C	D	08	1475.95649995
36L/27+36C	D	09	490.32607978
36L/27+36C	D	11	1512.17389378
36L/27+36C	D	13	2199.95649833
36L/27+36C	D	15	1750.54346017
36L/27+36C	D	16	609.15216855
36L/27+36C	D	18	1257.54346523
36L/27+36C	E	19	1947.02171456
36L/27+36C	E	20	146.86956303
36L/27+36R	D	07	4.08695644
36L/27+36R	D	08	12.71739105
36L/27+36R	D	09	2.32608691
36L/27+36R	D	11	3.45652167
36L/27+36R	D	13	11.02173891
36L/27+36R	D	15	5.97826075
36L/27+36R	D	16	4.86956515
36L/27+36R	D	18	4.17391296
36L/27+36R	E	19	19.36956492
36L/36C	D	07	3.06521733
36L/36C	D	08	4.93478251
36L/36C	D	09	6.67391291
36L/36C	D	10	4.80434775
36L/36C	D	11	1.30434780
36L/36C	D	12	5.26086948
36L/36C	D	13	4.41304339
36L/36C	D	14	10.89130413
36L/36C	D	15	2.54347821
36L/36C	D	16	7.99999984
36L/36C	D	17	31.34782546
36L/36C	D	18	25.13043428
36L/36C	E	19	3.54347819
36L/36C	E	20	1.86956518
36L/36C	E	21	27.80434727
36L/36C	E	22	248.60869234
36L/36C	N	00	194.32608470
36L/36C	N	01	104.80434646
36L/36C	N	02	48.34782541
36L/36C	N	03	26.08695615
36L/36C	N	04	50.95652099
36L/36C	N	05	274.36956167
36L/36C	N	06	478.78260231
36L/36C	N	23	220.78260591
36L/36R	D	07	13.99999973
36L/36R	D	08	7.91304332
36L/36R	D	09	25.63043434
36L/36R	D	10	22.86956476
36L/36R	D	11	8.95652156
36L/36R	D	12	20.67391263
36L/36R	D	13	100.28260687
36L/36R	D	14	112.43478057
36L/36R	D	15	10.43478240
36L/36R	D	16	76.99999862
36L/36R	D	17	393.80434198
36L/36R	D	18	298.15216944
36L/36R	E	19	5.86956510
36L/36R	E	20	19.13043440
36L/36R	E	21	188.10869325
36L/36R	E	22	270.32608332
36L/36R	N	02	0.04347826
36L/36R	N	04	0.08695652
36L/36R	N	05	2.34782604
36L/36R	N	06	177.76086679
36L/36R+36C	D	07	1130.45650518
36L/36R+36C	D	08	2049.21736173
36L/36R+36C	D	09	628.76085968
36L/36R+36C	D	10	1.32608693
36L/36R+36C	D	11	1260.10867594
36L/36R+36C	D	12	4.41304339
36L/36R+36C	D	13	1339.95650151
36L/36R+36C	D	14	11.28260847
36L/36R+36C	D	15	1007.93476753
36L/36R+36C	D	16	288.73912648
36L/36R+36C	D	17	2.76086951
36L/36R+36C	D	18	802.19564097
36L/36R+36C	E	19	1803.39127858
36L/36R+36C	E	20	194.52173603
36L/36R+36C	E	21	9.02173895
36L/36R+36C	E	22	1.02173911
