d_lt	d_den	d_schedule	total
L	N	00:20	350.26817000
L	N	00:25	237.93727000
L	N	00:30	570.84521000
L	N	00:35	66.37735000
L	N	00:40	149.09374000
L	N	00:45	73.52568000
L	N	00:50	67.39854000
L	N	00:55	143.98779000
L	N	01:00	181.77182000
L	N	01:05	158.28445000
L	N	01:10	218.53466000
L	N	01:15	126.62756000
L	N	01:20	167.47516000
L	N	01:25	86.80115000
L	N	01:30	167.47516000
L	N	01:35	121.52161000
L	N	01:40	61.27140000
L	N	01:45	89.86472000
L	N	01:50	161.34802000
L	N	01:55	65.35616000
L	N	02:00	28.59332000
L	N	02:05	64.33497000
L	N	02:10	39.82641000
L	N	02:15	29.61451000
L	N	02:20	137.86065000
L	N	02:25	56.16545000
L	N	02:30	60.25021000
L	N	02:35	87.82234000
L	N	02:40	147.05136000
L	N	02:45	26.55094000
L	N	02:50	125.60637000
L	N	02:55	16.33904000
L	N	03:00	71.48330000
L	N	03:05	21.44499000
L	N	03:10	43.91117000
L	N	03:15	65.35616000
L	N	03:20	53.10188000
L	N	03:25	21.44499000
L	N	03:30	101.09781000
L	N	03:35	18.38142000
L	N	03:40	16.33904000
L	N	03:45	17.36023000
L	N	03:50	19.40261000
L	N	03:55	14.29666000
L	N	04:00	2.04238000
L	N	04:05	24.50856000
L	N	04:10	17.36023000
L	N	04:20	3.06357000
L	N	04:30	294.10272000
L	N	04:35	6.12714000
L	N	04:40	361.50126000
L	N	04:45	4.08476000
L	N	04:50	142.96660000
L	N	05:00	35.74165000
L	N	05:05	204.23800000
L	N	05:10	441.15408000
L	N	05:15	7.14833000
L	N	05:20	275.72130000
L	N	05:25	10.21190000
L	N	05:30	168.49635000
L	N	05:35	358.43769000
L	N	05:40	239.97965000
L	N	05:45	173.60230000
L	N	05:50	589.22663000
L	N	05:55	653.56160000
L	N	06:00	1513.40358000
L	N	06:05	42.88998000
L	N	06:10	214.44990000
L	N	06:15	398.26410000
L	N	06:20	98.03424000
L	N	06:25	333.92913000
L	N	06:30	159.30564000
L	N	06:35	128.66994000
L	N	06:40	944.60075000
L	N	06:45	511.61619000
L	N	06:50	1484.81026000
L	N	06:55	3353.58796000
L	N	23:20	267.55178000
L	N	23:25	329.84437000
L	N	23:30	204.23800000
L	N	23:35	320.65366000
L	N	23:40	123.56399000
L	N	23:45	234.87370000
L	N	23:50	446.26003000
L	N	23:55	401.32767000
T	D	07:00	5168.89496200
T	D	07:05	1827.49843200
T	D	07:10	840.60920200
T	D	07:15	1698.25101000
T	D	07:20	2170.15438800
T	D	07:25	394.75569200
T	D	07:30	1062.03308000
T	D	07:35	511.98009800
T	D	07:40	354.67897200
T	D	07:45	855.63797200
T	D	07:50	869.66482400
T	D	07:55	546.04531000
T	D	08:00	1938.71133000
T	D	08:05	812.55549800
T	D	08:10	272.52169600
T	D	08:15	1180.25940400
T	D	08:20	490.93982000
T	D	08:25	1355.59505400
T	D	08:30	1099.10404600
T	D	08:35	929.77990400
T	D	08:40	710.35986200
T	D	08:45	1441.76000200
T	D	08:50	285.54663000
T	D	08:55	803.53823600
T	D	09:00	1073.05417800
T	D	09:05	324.62143200
T	D	09:10	797.52672800
T	D	09:15	1318.52408800
T	D	09:20	1799.44472800
T	D	09:25	1596.05537400
T	D	09:30	3913.49170800
T	D	09:35	1600.06304600
T	D	09:40	2427.64731400
T	D	09:45	2375.54757800
T	D	09:50	2688.14599400
T	D	09:55	1918.67297000
T	D	10:00	3109.95347200
T	D	10:05	1341.56820200
T	D	10:10	1255.40325400
T	D	10:15	2128.07383200
T	D	10:20	3381.47325000
T	D	10:25	1445.76767400
T	D	10:30	1262.41668000
T	D	10:35	2078.97985000
T	D	10:40	713.36561600
T	D	10:45	934.78949400
T	D	10:50	918.75880600
T	D	10:55	1378.63916800
T	D	11:00	1039.99088400
T	D	11:05	705.35027200
T	D	11:10	615.17765200
T	D	11:15	681.30424000
T	D	11:20	1473.82137800
T	D	11:25	983.88347600
T	D	11:30	550.05298200
T	D	11:35	901.72620000
T	D	11:40	1678.21265000
T	D	11:45	1307.50299000
T	D	11:50	1342.57012000
T	D	11:55	1262.41668000
T	D	12:00	1680.21648600
T	D	12:05	1093.09253800
T	D	12:10	2374.54566000
T	D	12:15	2335.47085800
T	D	12:20	1139.18076600
T	D	12:25	1694.24333800
T	D	12:30	2678.12681400
T	D	12:35	2817.39341600
T	D	12:40	1296.48189200
T	D	12:45	1253.39941800
T	D	12:50	1180.25940400
T	D	12:55	1041.99472000
T	D	13:00	1681.21840400
T	D	13:05	472.90529600
T	D	13:10	1055.01965400
