


2018-10-02 07:50:33
EENHEID Lden
GRONDINVLOED JA
TELLINGEN
DEMPING-LANDING   0.00
DEMPING-START   0.00
MINDBA  20.00
TIJDSTAP   2.00
X-ONDER     84000
X-BOVEN    155000
X-STAP       250
NX   285
Y-ONDER    450000
Y-BOVEN    526000
Y-STAP       250
NY   305
NVLB    499999
NEFF         0
NLOS         0
NWEG         0
 3.258370E+01 3.263947E+01 3.269076E+01 3.273773E+01 3.278124E+01 3.282027E+01 3.285358E+01 3.288081E+01 3.290101E+01
 3.291344E+01 3.291734E+01 3.291220E+01 3.289765E+01 3.287327E+01 3.283889E+01 3.279449E+01 3.273985E+01 3.267500E+01
 3.259985E+01 3.251437E+01 3.241877E+01 3.231345E+01 3.219889E+01 3.207573E+01 3.194511E+01 3.180856E+01 3.166708E+01
 3.152136E+01 3.137299E+01 3.121913E+01 3.106032E+01 3.090580E+01 3.075936E+01 3.062354E+01 3.050003E+01 3.039040E+01
 3.029670E+01 3.022000E+01 3.017223E+01 3.015646E+01 3.019289E+01 3.024667E+01 3.031657E+01 3.040184E+01 3.050139E+01
 3.061372E+01 3.073765E+01 3.087138E+01 3.101216E+01 3.115789E+01 3.130582E+01 3.145285E+01 3.159658E+01 3.173574E+01
 3.187001E+01 3.199870E+01 3.212086E+01 3.223557E+01 3.234175E+01 3.243760E+01 3.252431E+01 3.260263E+01 3.267197E+01
 3.273216E+01 3.278304E+01 3.282519E+01 3.285959E+01 3.288662E+01 3.290680E+01 3.292041E+01 3.292782E+01 3.293048E+01
 3.293013E+01 3.292745E+01 3.292275E+01 3.291602E+01 3.290727E+01 3.289695E+01 3.288578E+01 3.287418E+01 3.286246E+01
 3.285074E+01 3.283918E+01 3.282799E+01 3.281712E+01 3.280666E+01 3.279664E+01 3.278706E+01 3.277816E+01 3.277000E+01
 3.276241E+01 3.275542E+01 3.274857E+01 3.274109E+01 3.273233E+01 3.272260E+01 3.271238E+01 3.270232E+01 3.269348E+01
 3.268658E+01 3.268207E+01 3.267997E+01 3.267968E+01 3.268187E+01 3.268826E+01 3.269745E+01 3.271001E+01 3.272263E+01
 3.272751E+01 3.272453E+01 3.272003E+01 3.271585E+01 3.271288E+01 3.271194E+01 3.271276E+01 3.271512E+01 3.271710E+01
 3.271722E+01 3.271465E+01 3.270824E+01 3.269824E+01 3.268768E+01 3.267816E+01 3.266974E+01 3.266229E+01 3.265536E+01
 3.264861E+01 3.264205E+01 3.263523E+01 3.262770E+01 3.261828E+01 3.260609E+01 3.259136E+01 3.257526E+01 3.255888E+01
 3.254191E+01 3.252461E+01 3.250724E+01 3.248978E+01 3.247091E+01 3.244888E+01 3.242397E+01 3.239721E+01 3.236963E+01
 3.234230E+01 3.231525E+01 3.228850E+01 3.226180E+01 3.223496E+01 3.220793E+01 3.218078E+01 3.215364E+01 3.212672E+01
 3.209992E+01 3.207359E+01 3.204797E+01 3.202289E+01 3.199779E+01 3.197193E+01 3.194564E+01 3.191913E+01 3.189645E+01
 3.188206E+01 3.186657E+01 3.184927E+01 3.182977E+01 3.180801E+01 3.178407E+01 3.175789E+01 3.172964E+01 3.169955E+01
 3.166805E+01 3.163549E+01 3.160216E+01 3.156842E+01 3.153478E+01 3.150149E+01 3.147113E+01 3.144374E+01 3.141973E+01
 3.139923E+01 3.138257E+01 3.137354E+01 3.136980E+01 3.136994E+01 3.137390E+01 3.138147E+01 3.139245E+01 3.140480E+01
 3.141898E+01 3.143508E+01 3.145222E+01 3.147008E+01 3.148832E+01 3.150687E+01 3.152597E+01 3.154565E+01 3.156570E+01
 3.158625E+01 3.160708E+01 3.162772E+01 3.164797E+01 3.166745E+01 3.168579E+01 3.170292E+01 3.171870E+01 3.173299E+01
 3.174565E+01 3.175661E+01 3.176569E+01 3.177232E+01 3.177643E+01 3.177797E+01 3.177701E+01 3.177329E+01 3.176675E+01
 3.175715E+01 3.174439E+01 3.172842E+01 3.170869E+01 3.168511E+01 3.165776E+01 3.162678E+01 3.159214E+01 3.155354E+01
 3.151098E+01 3.146463E+01 3.141377E+01 3.135900E+01 3.130341E+01 3.124466E+01 3.118301E+01 3.111871E+01 3.105203E+01
 3.098316E+01 3.091253E+01 3.084053E+01 3.076738E+01 3.069320E+01 3.061816E+01 3.054216E+01 3.046524E+01 3.038736E+01
 3.030830E+01 3.022802E+01 3.014621E+01 3.006282E+01 2.997768E+01 2.989083E+01 2.980228E+01 2.971196E+01 2.961977E+01
 2.952571E+01 2.942932E+01 2.933129E+01 2.923233E+01 2.913164E+01 2.902892E+01 2.892402E+01 2.881687E+01 2.870739E+01
 2.859559E+01 2.848167E+01 2.836592E+01 2.824880E+01 2.813037E+01 2.801118E+01 2.789140E+01 2.777121E+01 2.765066E+01
 2.752977E+01 2.740877E+01 2.728779E+01 2.716712E+01 2.704682E+01 2.692698E+01 2.680787E+01 2.669181E+01 2.658409E+01
 2.647753E+01 2.637213E+01 2.626817E+01 2.616566E+01 2.606443E+01 2.596428E+01
 3.267603E+01 3.273334E+01 3.278779E+01 3.283721E+01 3.288315E+01 3.292528E+01 3.296219E+01 3.299338E+01 3.301831E+01
 3.303584E+01 3.304529E+01 3.304598E+01 3.303739E+01 3.301928E+01 3.299132E+01 3.295335E+01 3.290527E+01 3.284700E+01
 3.277849E+01 3.269970E+01 3.261080E+01 3.251204E+01 3.240400E+01 3.228740E+01 3.216301E+01 3.203223E+01 3.189669E+01
 3.175736E+01 3.161504E+01 3.147033E+01 3.132022E+01 3.117047E+01 3.102851E+01 3.089747E+01 3.077975E+01 3.067649E+01
 3.058989E+01 3.052124E+01 3.048917E+01 3.050080E+01 3.055061E+01 3.061858E+01 3.070354E+01 3.080443E+01 3.092008E+01
 3.104916E+01 3.118992E+01 3.133971E+01 3.149680E+01 3.165851E+01 3.182105E+01 3.198150E+01 3.213887E+01 3.229233E+01
 3.244052E+01 3.258221E+01 3.271607E+01 3.284113E+01 3.295640E+01 3.306063E+01 3.315350E+01 3.323711E+01 3.331087E+01
 3.337508E+01 3.343008E+01 3.347587E+01 3.351285E+01 3.354173E+01 3.356280E+01 3.357599E+01 3.358219E+01 3.358376E+01
