


2018-10-02 07:54:13
EENHEID Lnight
GRONDINVLOED JA
TELLINGEN
DEMPING-LANDING   0.00
DEMPING-START   0.00
MINDBA  20.00
TIJDSTAP   2.00
X-ONDER     84000
X-BOVEN    155000
X-STAP       250
NX       285
Y-ONDER    450000
Y-BOVEN    526000
Y-STAP       250
NY       305
NVLB     32000
NEFF         0
NLOS         0
NWEG         0
 1.280737E+01 1.285196E+01 1.289813E+01 1.294650E+01 1.300014E+01 1.305969E+01 1.312488E+01 1.320058E+01 1.328840E+01 1.339009E+01
 1.350374E+01 1.363017E+01 1.377072E+01 1.392565E+01 1.409314E+01 1.427225E+01 1.446107E+01 1.465936E+01 1.486652E+01 1.508134E+01
 1.530309E+01 1.553148E+01 1.576634E+01 1.600781E+01 1.625581E+01 1.651034E+01 1.677160E+01 1.703964E+01 1.731400E+01 1.759370E+01
 1.787760E+01 1.816356E+01 1.845301E+01 1.874619E+01 1.904427E+01 1.934755E+01 1.965516E+01 1.996616E+01 2.027913E+01 2.059230E+01
 2.090442E+01 2.121373E+01 2.151881E+01 2.181964E+01 2.211588E+01 2.240705E+01 2.269272E+01 2.297232E+01 2.324454E+01 2.350810E+01
 2.376158E+01 2.400374E+01 2.423378E+01 2.445068E+01 2.465387E+01 2.484284E+01 2.501704E+01 2.517641E+01 2.532130E+01 2.545142E+01
 2.556793E+01 2.567150E+01 2.576232E+01 2.584086E+01 2.590767E+01 2.596345E+01 2.600897E+01 2.604509E+01 2.607273E+01 2.609285E+01
 2.610648E+01 2.611440E+01 2.611745E+01 2.611652E+01 2.611227E+01 2.610535E+01 2.609624E+01 2.608536E+01 2.607312E+01 2.605976E+01
 2.604549E+01 2.603046E+01 2.601478E+01 2.599866E+01 2.598232E+01 2.596583E+01 2.594928E+01 2.593266E+01 2.591612E+01 2.589978E+01
 2.588348E+01 2.586737E+01 2.585150E+01 2.583581E+01 2.582026E+01 2.580481E+01 2.578938E+01 2.577396E+01 2.575860E+01 2.574330E+01
 2.572807E+01 2.571292E+01 2.569768E+01 2.568227E+01 2.566675E+01 2.565101E+01 2.563499E+01 2.561863E+01 2.560180E+01 2.558434E+01
 2.556607E+01 2.554675E+01 2.552616E+01 2.550454E+01 2.548196E+01 2.545860E+01 2.543435E+01 2.540910E+01 2.538281E+01 2.535551E+01
 2.532687E+01 2.529693E+01 2.526556E+01 2.523259E+01 2.519796E+01 2.516164E+01 2.512349E+01 2.508354E+01 2.504181E+01 2.499835E+01
 2.495313E+01 2.490632E+01 2.485784E+01 2.480766E+01 2.475645E+01 2.470409E+01 2.465031E+01 2.459512E+01 2.453814E+01 2.447965E+01
 2.441973E+01 2.435846E+01 2.429555E+01 2.423153E+01 2.416672E+01 2.410102E+01 2.403439E+01 2.396674E+01 2.389808E+01 2.382856E+01
