


2018-10-02 07:45:19
EENHEID Lden
GRONDINVLOED JA
TELLINGEN
DEMPING-LANDING   0.00
DEMPING-START   0.00
MINDBA  20.00
TIJDSTAP   2.00
X-ONDER     84000
X-BOVEN    155000
X-STAP       250
NX       285
Y-ONDER    450000
Y-BOVEN    526000
Y-STAP       250
NY       305
NVLB    499999
NEFF         0
NLOS         0
NWEG         0
 3.193906E+01 3.199378E+01 3.204401E+01 3.208992E+01 3.213235E+01 3.217035E+01 3.220269E+01 3.222910E+01 3.224876E+01 3.226099E+01
 3.226506E+01 3.226054E+01 3.224713E+01 3.222450E+01 3.219249E+01 3.215114E+01 3.210029E+01 3.204001E+01 3.197032E+01 3.189129E+01
 3.180317E+01 3.170645E+01 3.160174E+01 3.148978E+01 3.137180E+01 3.124941E+01 3.112371E+01 3.099558E+01 3.086661E+01 3.073446E+01
 3.059990E+01 3.047140E+01 3.035265E+01 3.024604E+01 3.015331E+01 3.007600E+01 3.001593E+01 2.997392E+01 2.995049E+01 2.994548E+01
 2.995863E+01 2.998927E+01 3.003639E+01 3.009936E+01 3.017725E+01 3.026871E+01 3.037266E+01 3.048748E+01 3.061061E+01 3.074007E+01
 3.087321E+01 3.100705E+01 3.113915E+01 3.126811E+01 3.139333E+01 3.151393E+01 3.162884E+01 3.173711E+01 3.183756E+01 3.192843E+01
 3.201060E+01 3.208482E+01 3.215052E+01 3.220760E+01 3.225593E+01 3.229606E+01 3.232892E+01 3.235485E+01 3.237427E+01 3.238731E+01
 3.239407E+01 3.239604E+01 3.239510E+01 3.239199E+01 3.238700E+01 3.238012E+01 3.237130E+01 3.236093E+01 3.234978E+01 3.233824E+01
 3.232659E+01 3.231496E+01 3.230345E+01 3.229232E+01 3.228150E+01 3.227109E+01 3.226111E+01 3.225162E+01 3.224284E+01 3.223488E+01
 3.222761E+01 3.222107E+01 3.221483E+01 3.220813E+01 3.220029E+01 3.219158E+01 3.218246E+01 3.217365E+01 3.216624E+01 3.216106E+01
 3.215852E+01 3.215857E+01 3.216043E+01 3.216483E+01 3.217360E+01 3.218539E+01 3.220080E+01 3.221640E+01 3.222404E+01 3.222368E+01
 3.222195E+01 3.222077E+01 3.222102E+01 3.222352E+01 3.222800E+01 3.223415E+01 3.223986E+01 3.224356E+01 3.224422E+01 3.224084E+01
 3.223428E+01 3.222765E+01 3.222226E+01 3.221809E+01 3.221502E+01 3.221263E+01 3.221055E+01 3.220876E+01 3.220673E+01 3.220399E+01
 3.219930E+01 3.219189E+01 3.218207E+01 3.217105E+01 3.215988E+01 3.214828E+01 3.213651E+01 3.212472E+01 3.211282E+01 3.209940E+01
 3.208257E+01 3.206265E+01 3.204079E+01 3.201812E+01 3.199578E+01 3.197379E+01 3.195226E+01 3.193098E+01 3.190979E+01 3.188856E+01
 3.186738E+01 3.184633E+01 3.182560E+01 3.180513E+01 3.178523E+01 3.176613E+01 3.174767E+01 3.172917E+01 3.170969E+01 3.168973E+01
 3.166971E+01 3.164937E+01 3.162827E+01 3.160612E+01 3.158210E+01 3.155579E+01 3.152711E+01 3.149615E+01 3.146278E+01 3.142721E+01
