


2019-02-22 17:31:28
EENHEID Lnight
GRONDINVLOED JA
TELLINGEN
DEMPING-LANDING   0.00
DEMPING-START   0.00
MINDBA  20.00
TIJDSTAP   2.00
X-ONDER     84000
X-BOVEN    155000
X-STAP       250
NX       285
Y-ONDER    450000
Y-BOVEN    526000
Y-STAP       250
NY       305
NVLB     31829
NEFF         0
NLOS         0
NWEG         0
 1.268342E+01 1.273308E+01 1.278385E+01 1.283469E+01 1.288860E+01 1.294685E+01 1.300926E+01 1.307874E+01 1.315652E+01 1.324441E+01
 1.334004E+01 1.344492E+01 1.356126E+01 1.368984E+01 1.382995E+01 1.398140E+01 1.414297E+01 1.431452E+01 1.449668E+01 1.468896E+01
 1.489099E+01 1.510251E+01 1.532326E+01 1.555309E+01 1.579174E+01 1.603898E+01 1.629432E+01 1.655739E+01 1.682726E+01 1.710273E+01
 1.738255E+01 1.766574E+01 1.795239E+01 1.824308E+01 1.853867E+01 1.883944E+01 1.914434E+01 1.945266E+01 1.976312E+01 2.007388E+01
 2.038366E+01 2.069071E+01 2.099335E+01 2.129156E+01 2.158492E+01 2.187300E+01 2.215516E+01 2.243115E+01 2.269982E+01 2.296002E+01
 2.321038E+01 2.344967E+01 2.367697E+01 2.389120E+01 2.409170E+01 2.427795E+01 2.444938E+01 2.460604E+01 2.474840E+01 2.487609E+01
 2.499049E+01 2.509228E+01 2.518168E+01 2.525916E+01 2.532527E+01 2.538067E+01 2.542606E+01 2.546232E+01 2.549040E+01 2.551121E+01
 2.552566E+01 2.553449E+01 2.553851E+01 2.553849E+01 2.553511E+01 2.552903E+01 2.552076E+01 2.551067E+01 2.549925E+01 2.548677E+01
 2.547345E+01 2.545945E+01 2.544486E+01 2.542992E+01 2.541486E+01 2.539972E+01 2.538458E+01 2.536939E+01 2.535421E+01 2.533913E+01
 2.532404E+01 2.530901E+01 2.529406E+01 2.527914E+01 2.526423E+01 2.524933E+01 2.523434E+01 2.521929E+01 2.520420E+01 2.518908E+01
 2.517397E+01 2.515891E+01 2.514370E+01 2.512830E+01 2.511276E+01 2.509699E+01 2.508097E+01 2.506466E+01 2.504801E+01 2.503082E+01
 2.501289E+01 2.499398E+01 2.497385E+01 2.495274E+01 2.493075E+01 2.490806E+01 2.488451E+01 2.485993E+01 2.483422E+01 2.480736E+01
 2.477904E+01 2.474924E+01 2.471782E+01 2.468456E+01 2.464936E+01 2.461220E+01 2.457290E+01 2.453146E+01 2.448790E+01 2.444221E+01
 2.439434E+01 2.434448E+01 2.429256E+01 2.423866E+01 2.418334E+01 2.412641E+01 2.406757E+01 2.400680E+01 2.394370E+01 2.387871E+01
 2.381203E+01 2.374373E+01 2.367358E+01 2.360228E+01 2.353026E+01 2.345754E+01 2.338436E+01 2.331060E+01 2.323629E+01 2.316159E+01
