d_combination	d_den	d_schedule	total
27/27	D	15	26.73913046
27/27	D	16	28.89130433
27/27	D	17	22.43478259
27/27	D	18	38.69565217
27/27	E	19	66.13043479
27/27	E	20	72.60869565
27/27	E	21	71.54347827
27/27	E	22	9.49999998
27/27	N	00	1.54347823
27/27	N	01	0.82608694
27/27	N	02	0.54347825
27/27	N	03	0.49999999
27/27	N	04	1.30434782
27/27	N	05	5.71739130
27/27	N	06	21.41304346
27/27	N	23	5.23913043
36C+06/06	D	07	5.39130436
36C+06/06	D	09	8.84782608
36C+06/06	D	10	5.89130435
36C+06/06	D	12	5.91304346
36C+06/06	D	14	5.91304349
36C+06/06	D	15	1.30434783
36C+06/06	D	16	6.82608695
36C+06/06	D	17	7.34782609
36C+06/06	E	20	17.32608697
36C+06/06	E	21	19.82608695
36C+09/06	D	07	7.54347829
36C+09/06	D	09	25.28260868
36C+09/06	D	10	20.89130434
36C+09/06	D	12	31.28260870
36C+09/06	D	14	12.06521739
36C+09/06	D	15	0.45652173
36C+09/06	D	16	11.76086958
36C+09/06	D	17	6.26086955
36C+09/06	E	20	16.17391303
36C+09/06	E	21	25.49999998
36C+09/06	E	22	0.60869564
36C+24/27	D	07	1.13043478
36C+24/27	D	09	1.63043476
36C+24/27	D	10	1.78260866
36C+24/27	D	12	2.02173910
36C+24/27	D	14	1.08695650
36C+24/27	D	16	1.06521737
36C+24/27	D	17	1.36956519
36C+24/27	E	20	4.21739129
36C+24/27	E	21	4.10869561
36C+24/36R	E	20	1.47826086
36C/06	D	10	27.89130435
36C/06	D	14	34.82608697
36C/06	D	15	29.34782608
36C/06	D	17	65.93478260
36C/06	D	18	47.91304348
36C/06	E	20	23.06521739
36C/06	E	21	18.28260870
36C/06	E	22	95.73913043
36C/06	N	06	74.69565217
36C/06+36R	D	07	53.76086955
36C/06+36R	D	08	172.65217390
36C/06+36R	D	09	59.93478260
36C/06+36R	D	11	139.65217391
36C/06+36R	D	13	167.84782610
36C/06+36R	D	15	162.93478260
36C/06+36R	D	16	73.32608696
36C/06+36R	D	18	171.06521740
36C/06+36R	E	19	287.76086957
36C/06+36R	E	20	47.13043478
36C/27	D	17	3.69565217
36C/27	D	18	2.63043478
36C/27	E	20	1.56521739
36C/27	E	21	1.76086956
36C/27	E	22	4.60869564
36C/27	N	06	3.23913044
36C/36C	D	17	0.86956520
36C/36C	D	18	2.28260870
36C/36C	E	20	1.13043477
36C/36C	E	21	2.36956521
36C/36C	E	22	3.71739129
36C/36C	N	06	2.71739131
36C/36R	E	22	0.30434782
36L+06/06	D	07	0.45652173
36L+06/06	D	16	0.10869565
36L+06/06	D	17	0.26086956
36L+06/06	E	20	3.17391303
36L+06/06	E	21	4.93478262
36L+06/06	E	22	0.30434782
36L+06/06	N	00	0.71739129
36L+06/06	N	01	0.13043478
36L+06/06	N	02	0.04347826
36L+06/06	N	03	0.06521739
36L+06/06	N	04	0.30434782
36L+06/06	N	05	0.76086955
36L+06/06	N	06	0.84782607
36L+06/06	N	23	1.28260868
36L+09/06	D	07	134.26086957
36L+09/06	D	09	1459.86956522
36L+09/06	D	10	1423.91304350
36L+09/06	D	12	2022.50000001
36L+09/06	D	14	1625.15217392
36L+09/06	D	16	1125.89130434
36L+09/06	D	17	1115.80434783
36L+09/06	E	20	981.26086956
36L+09/06	E	21	970.43478265
36L+09/06+36C	D	07	48.43478260
36L+09/06+36C	D	10	19.69565218
36L+09/06+36C	D	11	27.43478260
36L+09/06+36C	D	13	21.84782609
36L+09/06+36C	D	15	18.89130435
36L+09/06+36R	D	07	336.67391307
36L+09/06+36R	D	10	234.76086956
36L+09/06+36R	D	11	308.52173914
36L+09/06+36R	D	13	393.84782608
36L+09/06+36R	D	15	247.52173913
36L+09/06+36R+36C	D	07	0.26086956
36L+09/06+36R+36C	D	10	0.67391304
36L+09/06+36R+36C	D	11	0.71739130
36L+09/06+36R+36C	D	13	0.95652173
36L+09/06+36R+36C	D	15	0.63043477
36L+09/36C	D	07	198.93478260
36L+09/36C	D	09	810.30434780
36L+09/36C	D	10	662.45652174
36L+09/36C	D	12	692.99999998
36L+09/36C	D	14	482.47826087
36L+09/36C	D	15	0.43478260
36L+09/36C	D	16	438.02173912
36L+09/36C	D	17	397.41304348
36L+09/36C	E	20	610.52173915
36L+09/36C	E	21	704.93478259
36L+09/36R	D	07	0.73913043
36L+09/36R	D	09	29.65217392
36L+09/36R	D	10	36.41304348
36L+09/36R	D	12	52.84782609
36L+09/36R	D	14	49.60869563
36L+09/36R	D	16	35.93478261
36L+09/36R	D	17	32.76086958
36L+09/36R	E	20	19.71739130
36L+09/36R	E	21	17.69565216
36L+09/36R+36C	D	07	454.60869566
36L+09/36R+36C	D	10	152.78260869
36L+09/36R+36C	D	11	173.52173914
36L+09/36R+36C	D	13	192.67391304
36L+09/36R+36C	D	15	102.17391305
36L+18C/	D	07	5.23913043
36L+18C/	D	16	2.54347826
36L+18C/	D	17	2.00000001
36L+18C/	E	20	30.71739130
36L+18C/	E	21	57.30434783
36L+18L/06	D	07	0.41304347
36L+18L/06	D	09	2.13043476
36L+18L/06	D	10	1.49999997
36L+18L/06	D	12	0.71739129
36L+18L/06	D	14	0.84782607
36L+18L/06	D	16	0.73913042
36L+18L/06	D	17	1.06521737
36L+18L/06	E	20	0.91304346
36L+18L/06	E	21	1.17391302
36L+24+18L/27	D	07	0.04347826
36L+24+18L/27	D	09	1.15217389
36L+24+18L/27	D	10	1.30434781
36L+24+18L/27	D	12	2.95652171
36L+24+18L/27	D	14	2.82608693
36L+24+18L/27	D	16	1.93478260
36L+24+18L/27	D	17	1.99999998
36L+24+18L/27	E	20	0.19565217
36L+24+18L/27	E	21	0.06521739
36L+24/24+27	D	07	38.95652174
36L+24/24+27	D	10	15.93478261
36L+24/24+27	D	11	13.60869564
36L+24/24+27	D	13	9.02173913
36L+24/24+27	D	15	7.36956521
36L+24/27	D	07	358.15217392
36L+24/27	D	09	2248.08695651
36L+24/27	D	10	2285.02173913
36L+24/27	D	12	3603.43478261
36L+24/27	D	14	3361.52173913
36L+24/27	D	16	2439.13043479
36L+24/27	D	17	2425.39130435
36L+24/27	E	20	2466.32608696
36L+24/27	E	21	2714.32608697
36L+24/27	E	22	0.65217390
36L+24/27	N	00	1.52173911
36L+24/27	N	01	0.65217390
36L+24/27	N	02	0.26086956
36L+24/27	N	03	0.17391304
36L+24/27	N	04	0.45652174
36L+24/27	N	05	1.86956520
36L+24/27	N	06	1.65217390
36L+24/27	N	23	2.36956520
36L+24/27+36C	D	07	65.15217392
36L+24/27+36C	D	10	70.47826086
36L+24/27+36C	D	11	102.02173913
36L+24/27+36C	D	13	158.26086957
36L+24/27+36C	D	15	101.50000000
36L+24/27+36R	D	07	4.43478263
36L+24/36C	D	09	0.58695651
36L+24/36C	D	10	0.60869564
36L+24/36C	D	12	0.43478260
36L+24/36C	D	14	0.43478260
36L+24/36C	D	16	0.47826086
36L+24/36C	D	17	0.49999999
36L+24/36C	E	20	0.23913043
36L+24/36C	E	21	0.23913043
36L+24/36R	D	07	0.30434782
36L+24/36R	D	09	7.23913043
36L+24/36R	D	10	4.00000000
36L+24/36R	D	12	7.67391305
36L+24/36R	D	14	6.45652175
36L+24/36R	D	16	5.65217390
36L+24/36R	D	17	7.13043477
36L+24/36R	E	20	8.08695650
36L+24/36R	E	21	8.21739129
36L+24/36R+36C	D	07	6.60869565
36L+24/36R+36C	D	10	3.86956522
36L+24/36R+36C	D	11	2.91304348
36L+24/36R+36C	D	13	4.34782608
36L+24/36R+36C	D	15	0.86956521
36L+36C+09/06+36R	D	07	0.15217391
36L+36C+09/06+36R	D	10	0.41304347
36L+36C+09/06+36R	D	11	0.69565217
36L+36C+09/06+36R	D	13	0.67391304
36L+36C+09/06+36R	D	15	0.56521738
36L+36C+09/36R+36C	D	07	0.10869565
36L+36C+09/36R+36C	D	10	0.30434782
36L+36C+09/36R+36C	D	11	0.56521738
36L+36C+09/36R+36C	D	13	0.54347825
36L+36C+09/36R+36C	D	15	0.17391304
36L+36C+18L/06	D	07	0.39130434
36L+36C+18L/06	D	09	14.17391303
36L+36C+18L/06	D	10	15.06521737
36L+36C+18L/06	D	12	10.56521740
36L+36C+18L/06	D	14	4.58695651
36L+36C+18L/06	D	16	2.02173909
36L+36C+18L/06	D	17	1.63043475
36L+36C+18L/06	E	20	1.30434781
36L+36C+18L/06	E	21	2.78260870
36L+36C/06	D	07	455.17391304
36L+36C/06	D	09	4576.41304349
36L+36C/06	D	10	4263.23913045
36L+36C/06	D	12	6033.65217392
36L+36C/06	D	14	5005.91304347
36L+36C/06	D	15	0.45652173
36L+36C/06	D	16	3781.91304348
36L+36C/06	D	17	3974.95652173
36L+36C/06	E	20	5317.21739130
36L+36C/06	E	21	6770.84782607
36L+36C/06+27	D	07	9.23913043
36L+36C/06+27	D	10	2.93478260
36L+36C/06+27	D	11	4.02173913
36L+36C/06+27	D	13	3.50000000
36L+36C/06+27	D	15	1.56521739
36L+36C/06+36R	D	07	2970.02173913
36L+36C/06+36R	D	10	1304.95652175
36L+36C/06+36R	D	11	1660.47826087
36L+36C/06+36R	D	13	1980.97826087
36L+36C/06+36R	D	15	1269.54347826
36L+36C/27	D	07	29.84782608
36L+36C/27	D	09	147.73913043
36L+36C/27	D	10	136.54347826
36L+36C/27	D	12	249.86956519
36L+36C/27	D	14	201.04347828
36L+36C/27	D	16	166.49999998
36L+36C/27	D	17	157.65217390
36L+36C/27	E	20	207.13043479
36L+36C/27	E	21	248.47826087
36L+36C/27+36C	D	07	33.80434783
36L+36C/27+36C	D	10	28.99999999
36L+36C/27+36C	D	11	54.36956522
36L+36C/27+36C	D	13	99.23913044
36L+36C/27+36C	D	15	53.86956522
36L+36C/36R	D	07	117.65217390
36L+36C/36R	D	09	591.78260871
36L+36C/36R	D	10	612.80434781
36L+36C/36R	D	11	2.76086956
36L+36C/36R	D	12	1018.43478260
36L+36C/36R	D	13	1.58695650
36L+36C/36R	D	14	899.82608694
36L+36C/36R	D	15	0.95652173
36L+36C/36R	D	16	660.50000002
36L+36C/36R	D	17	717.43478258
36L+36C/36R	D	18	1.13043476
36L+36C/36R	E	20	865.80434782
36L+36C/36R	E	21	1129.63043479
36L+36C/36R	E	22	0.45652173
36L+36C/36R	N	01	0.04347826
36L+36C/36R+36C	D	07	4.95652173
36L+36C/36R+36C	D	10	6.91304347
36L+36C/36R+36C	D	11	16.26086956
36L+36C/36R+36C	D	13	21.58695653
36L+36C/36R+36C	D	15	16.10869565
36L/	E	22	0.15217391
36L/	N	00	0.73913042
36L/	N	01	0.28260869
36L/	N	02	0.10869565
36L/	N	03	0.23913043
36L/	N	04	0.13043478
36L/	N	05	1.04347824
36L/	N	06	1.02173911
36L/	N	23	0.67391303
36L/06	D	07	167.58695653
36L/06	D	08	213.78260869
36L/06	D	09	162.00000000
36L/06	D	10	784.82608697
36L/06	D	11	18.78260869
36L/06	D	12	34.80434779
36L/06	D	13	6.34782610
36L/06	D	14	673.02173913
36L/06	D	15	558.91304349
36L/06	D	16	23.52173911
36L/06	D	17	1275.13043476
36L/06	D	18	1016.13043476
36L/06	E	19	17.93478260
36L/06	E	20	601.47826089
36L/06	E	21	508.50000003
36L/06	E	22	3741.15217390
36L/06	N	00	1129.58695654
36L/06	N	01	454.69565216
36L/06	N	02	194.06521739
36L/06	N	03	236.65217390
36L/06	N	04	258.56521740
36L/06	N	05	1657.17391306
36L/06	N	06	4935.43478260
36L/06	N	23	1458.67391304
36L/06+27	D	07	24.10869564
36L/06+27	D	08	93.95652173
36L/06+27	D	09	36.60869566
36L/06+27	D	11	84.39130435
36L/06+27	D	13	107.97826088
36L/06+27	D	15	92.60869564
36L/06+27	D	16	56.21739131
36L/06+27	D	18	133.89130435
36L/06+27	E	19	158.65217391
36L/06+27	E	20	20.54347826
36L/06+27	E	22	0.78260869
36L/06+27	N	00	1.34782607
36L/06+27	N	01	0.32608695
36L/06+27	N	02	0.19565217
36L/06+27	N	03	0.15217391
36L/06+27	N	04	0.32608695
36L/06+27	N	05	1.63043475
36L/06+27	N	06	1.47826086
36L/06+27	N	23	1.58695650
36L/06+27+36R	D	07	5.60869563
36L/06+27+36R	D	08	30.65217394
36L/06+27+36R	D	09	7.71739131
36L/06+27+36R	D	11	13.49999997
36L/06+27+36R	D	13	10.80434783
36L/06+27+36R	D	15	10.19565217
36L/06+27+36R	D	16	5.08695651
36L/06+27+36R	D	18	8.80434781
36L/06+27+36R	E	19	12.52173913
36L/06+27+36R	E	20	2.23913044
36L/06+36C	D	07	1.45652171
36L/06+36C	D	08	7.17391306
36L/06+36C	D	09	1.78260868
36L/06+36C	D	11	4.89130434
36L/06+36C	D	13	3.93478257
36L/06+36C	D	15	1.73913041
36L/06+36C	D	16	1.02173911
36L/06+36C	D	18	3.10869562
36L/06+36C	E	19	3.71739129
36L/06+36C	E	20	0.32608695
36L/06+36R	D	07	2147.06521738
36L/06+36R	D	08	7183.99999999
36L/06+36R	D	09	2374.28260869
36L/06+36R	D	11	5190.39130436
36L/06+36R	D	13	5223.39130438
36L/06+36R	D	15	4795.60869564
36L/06+36R	D	16	2536.80434783
36L/06+36R	D	18	5813.89130436
36L/06+36R	E	19	9018.13043479
36L/06+36R	E	20	1354.76086957
36L/06+36R+36C	D	07	7.73913044
36L/06+36R+36C	D	08	25.36956522
36L/06+36R+36C	D	09	7.10869566
36L/06+36R+36C	D	11	15.80434784
36L/06+36R+36C	D	13	9.65217392
36L/06+36R+36C	D	15	10.91304348
36L/06+36R+36C	D	16	1.50000000
36L/06+36R+36C	D	18	5.50000000
36L/06+36R+36C	E	19	9.91304348
36L/06+36R+36C	E	20	0.56521738
36L/27	D	10	144.36956523
36L/27	D	14	177.23913044
36L/27	D	15	135.89130435
36L/27	D	17	251.65217391
36L/27	D	18	171.67391305
36L/27	E	20	94.95652174
36L/27	E	21	76.97826087
36L/27	E	22	360.93478258
36L/27	N	00	20.97826087
36L/27	N	01	9.71739131
36L/27	N	02	2.02173910
36L/27	N	03	4.34782608
36L/27	N	04	5.80434782
36L/27	N	05	21.36956524
36L/27	N	06	347.36956521
36L/27	N	23	28.47826086
36L/27+36C	D	07	583.23913044
36L/27+36C	D	08	1842.65217391
36L/27+36C	D	09	667.58695654
36L/27+36C	D	11	1965.71739131
36L/27+36C	D	13	2210.78260869
36L/27+36C	D	15	2147.30434783
36L/27+36C	D	16	1086.06521740
36L/27+36C	D	18	1952.95652174
36L/27+36C	E	19	2435.54347827
36L/27+36C	E	20	262.21739130
36L/27+36R	D	07	5.97826085
36L/27+36R	D	08	27.76086957
36L/27+36R	D	09	8.63043478
36L/27+36R	D	11	12.97826087
36L/27+36R	D	13	10.06521736
36L/27+36R	D	15	11.06521739
36L/27+36R	D	16	6.76086956
36L/27+36R	D	18	13.23913044
36L/27+36R	E	19	11.34782611
36L/27+36R	E	20	1.50000000
36L/27+36R+36C	D	07	3.02173911
36L/27+36R+36C	D	08	11.47826089
36L/27+36R+36C	D	09	5.60869566
36L/27+36R+36C	D	11	14.86956522
36L/27+36R+36C	D	13	14.15217391
36L/27+36R+36C	D	15	16.97826087
36L/27+36R+36C	D	16	8.52173914
36L/27+36R+36C	D	18	13.56521739
36L/27+36R+36C	E	19	13.04347827
36L/27+36R+36C	E	20	1.69565218
36L/36C	D	07	2.56521737
36L/36C	D	09	0.67391304
36L/36C	D	10	20.82608694
36L/36C	D	12	2.06521738
36L/36C	D	14	21.78260870
36L/36C	D	15	12.47826087
36L/36C	D	17	66.32608696
36L/36C	D	18	47.91304348
36L/36C	E	20	25.00000000
36L/36C	E	21	19.36956522
36L/36C	E	22	261.08695655
36L/36C	N	00	217.15217391
36L/36C	N	01	80.39130433
36L/36C	N	02	35.95652172
36L/36C	N	03	45.69565216
36L/36C	N	04	53.00000000
36L/36C	N	05	303.28260871
36L/36C	N	06	426.86956523
36L/36C	N	23	315.78260870
36L/36R	D	07	9.17391301
36L/36R	D	08	3.93478257
36L/36R	D	09	12.58695652
36L/36R	D	10	131.41304347
36L/36R	D	11	3.00000000
36L/36R	D	12	23.60869566
36L/36R	D	14	141.00000000
36L/36R	D	15	96.08695653
36L/36R	D	16	11.06521742
36L/36R	D	17	202.60869564
36L/36R	D	18	171.10869564
36L/36R	E	20	102.06521740
36L/36R	E	21	87.56521739
36L/36R	E	22	312.89130436
36L/36R	N	00	0.04347826
36L/36R	N	03	0.04347826
36L/36R	N	04	0.04347826
36L/36R	N	05	0.06521739
36L/36R	N	06	246.06521739
36L/36R	N	23	0.06521739
36L/36R+36C	D	07	1261.28260870
36L/36R+36C	D	08	3555.80434781
36L/36R+36C	D	09	965.41304348
36L/36R+36C	D	10	42.32608694
36L/36R+36C	D	11	1945.93478259
36L/36R+36C	D	12	4.06521740
36L/36R+36C	D	13	1774.69565219
36L/36R+36C	D	14	3.15217385
36L/36R+36C	D	15	1480.65217390
36L/36R+36C	D	16	744.13043477
36L/36R+36C	D	18	1575.99999999
36L/36R+36C	E	19	2431.84782610
36L/36R+36C	E	20	274.41304346
36L/36R+36C	E	21	7.32608694
